cgpa,iq,communication,internship,placed
5.4,123,6,0,1
8.0,80,8,0,1
6.0,139,6,0,1
6.0,119,8,0,0
7.9,123,6,0,1
8.2,111,7,0,1
6.2,120,5,0,1
5.9,140,7,1,1
6.5,94,6,0,0
8.3,129,6,0,1
5.2,85,7,0,1
8.5,128,9,0,1
8.9,84,9,1,1
6.1,97,8,0,1
7.5,100,7,0,1
8.9,138,4,0,1
5.8,142,6,0,1
8.0,116,5,0,1
5.9,133,7,0,1
7.9,112,9,1,1
7.7,99,5,1,1
7.5,98,5,1,1
9.9,105,9,0,1
6.0,130,5,1,0
5.6,109,6,0,0
9.9,139,6,1,1
8.8,115,8,0,1
6.9,127,4,1,1
6.6,145,10,0,1
5.8,126,4,1,1
6.8,97,6,1,0
9.0,129,9,0,1
8.2,125,7,0,1
7.1,117,8,1,1
9.5,144,6,0,1
5.8,81,9,1,1
8.3,122,8,0,1
6.5,109,8,0,0
5.1,90,5,1,0
7.9,132,6,0,1
7.7,94,7,1,1
6.3,91,4,0,0
7.5,116,9,1,1
8.4,129,10,1,1
6.1,130,8,1,1
5.5,133,7,0,1
10.0,119,8,1,1
5.2,86,7,0,1
5.9,144,6,0,0
6.4,144,5,0,1
7.3,92,4,0,0
5.8,131,9,1,1
7.0,83,6,0,0
8.3,81,10,0,1
8.6,97,6,0,0
7.6,119,6,0,0
9.5,129,4,0,1
6.7,107,4,1,0
7.1,127,10,1,1
5.6,116,4,0,0
9.6,85,10,0,0
6.0,81,4,0,0
8.5,95,7,1,1
6.4,95,4,0,1
6.9,125,5,0,1
6.9,84,9,0,1
8.9,127,7,0,1
5.9,91,7,0,0
5.6,110,8,0,1
7.6,133,10,0,1
7.0,131,8,0,1
6.1,87,10,0,0
9.4,119,10,1,1
7.7,99,6,1,1
9.6,127,4,1,1
8.9,121,5,1,1
7.0,110,6,1,0
5.0,142,9,0,1
8.9,96,10,0,1
7.9,121,8,1,1
7.7,115,9,0,1
5.8,116,5,0,0
7.3,85,5,1,0
8.4,140,6,0,1
7.9,137,9,0,0
7.5,108,8,1,1
6.6,80,5,0,1
9.0,86,4,0,1
7.5,86,9,0,1
10.0,140,4,0,1
6.8,105,7,1,0
5.8,88,6,0,0
7.2,121,6,1,1
6.8,86,5,0,0
9.2,98,5,1,0
8.7,145,6,1,1
7.3,125,5,1,1
5.7,92,6,0,0
7.8,135,7,0,1
5.8,89,4,0,0
7.3,99,7,0,1
8.0,95,9,1,1
7.4,88,9,0,1
9.7,122,6,0,1
9.7,91,6,1,1
6.0,123,5,0,1
5.3,84,7,1,1
7.4,136,5,1,1
6.8,124,6,0,1
7.3,89,6,1,1
6.5,86,7,0,1
9.2,116,7,1,0
8.3,124,7,0,1
6.4,134,8,1,1
7.8,103,9,1,1
7.9,90,8,0,0
6.1,106,7,0,0
9.3,132,9,1,1
6.7,138,9,1,1
7.9,91,9,0,0
9.8,109,9,1,1
6.9,115,9,1,0
5.1,106,8,0,1
5.1,98,9,0,0
6.1,128,8,0,1
7.0,140,5,0,1
5.9,136,9,0,1
8.0,87,6,0,1
6.5,116,8,0,1
8.3,106,8,1,1
8.1,94,9,1,1
6.9,120,5,0,0
10.0,131,7,0,1
5.4,108,6,1,1
7.6,81,6,0,1
9.2,82,5,0,1
9.1,121,5,0,1
8.2,81,4,0,1
6.9,86,9,0,1
6.2,88,5,0,0
7.8,94,9,0,1
7.9,143,10,0,1
8.2,133,9,1,1
5.3,96,7,0,1
9.1,144,5,0,1
8.7,103,4,0,0
7.6,135,9,0,1
8.6,138,5,1,1
6.9,94,5,1,1
9.9,91,10,0,1
5.3,122,8,0,0
9.7,119,7,1,1
6.6,92,5,0,0
7.7,90,5,1,1
8.3,144,8,0,1
9.0,144,6,1,1
5.2,126,8,0,1
6.3,80,9,1,1
6.1,86,4,0,0
5.8,115,8,1,1
9.3,115,7,1,1
7.3,117,8,1,1
6.6,116,5,0,0
9.0,96,4,0,1
6.9,84,9,1,1
6.2,136,7,0,1
6.4,113,5,0,1
7.1,97,7,0,1
6.3,106,10,0,0
6.4,131,8,0,0
6.4,137,8,1,1
6.6,140,8,0,1
5.9,119,5,0,1
9.5,105,7,1,1
9.0,106,5,0,1
7.2,99,8,1,0
5.9,135,4,1,1
6.8,145,6,0,1
6.3,104,6,1,1
7.9,129,7,0,1
8.6,100,9,1,1
9.6,135,6,0,1
8.4,110,5,0,0
9.6,121,7,1,1
5.5,123,5,0,1
7.0,114,4,0,1
9.2,102,10,1,1
8.4,97,9,1,1
5.5,123,7,0,1
5.2,119,7,0,1
6.6,99,9,0,0
8.9,99,10,1,1
6.1,95,4,1,0
9.1,121,9,1,1
9.0,83,9,0,1
8.7,137,6,1,1
6.5,103,9,1,1
8.3,117,5,0,1
8.8,133,9,0,1
5.7,114,6,0,1
7.2,95,7,1,1
10.0,85,6,1,1
9.8,135,6,0,1
8.2,131,7,1,1
9.9,118,9,0,1
8.7,129,4,0,1
7.0,141,8,1,1
9.8,121,9,0,1
7.0,120,6,1,0
5.1,115,5,0,0
6.2,111,7,0,0
10.0,108,4,1,1
9.8,103,10,1,1
6.6,91,8,0,0
5.3,110,10,1,1
6.4,110,7,0,0
8.1,135,7,0,1
8.9,97,9,1,1
8.8,97,5,0,1
7.7,82,5,1,1
8.0,132,6,1,1
9.5,101,6,1,0
6.0,100,8,0,1
8.3,80,8,0,0
9.0,87,8,0,0
8.4,105,9,1,1
9.9,99,7,0,1
8.5,120,8,1,1
8.1,140,6,0,1
7.4,98,5,1,1
7.1,114,7,0,0
7.2,132,9,0,1
7.7,90,10,0,1
6.7,131,6,1,0
7.2,112,9,0,0
5.7,100,6,0,0
6.1,81,5,0,0
8.4,128,10,0,1
5.9,137,6,0,1
6.5,114,9,0,1
9.6,124,7,1,1
6.5,120,6,1,1
10.0,114,8,1,1
6.6,144,8,0,1
8.2,94,5,1,1
5.4,98,8,1,1
7.0,121,9,0,1
9.4,102,6,1,1
6.8,120,8,0,0
8.9,81,9,0,1
9.6,129,10,0,1
9.7,111,7,1,1
6.8,137,4,0,1
6.3,136,8,0,1
5.5,114,7,1,0
6.2,135,7,1,1
6.8,142,8,0,1
8.0,133,7,0,1
8.1,145,6,1,1
5.3,85,4,0,0
9.6,122,9,1,1
5.6,116,5,0,1
7.1,95,4,0,0
8.8,107,9,1,1
9.4,100,6,0,1
5.1,128,9,0,1
9.7,126,8,1,1
9.1,81,7,1,1
5.9,139,9,0,0
9.5,97,8,1,1
5.6,120,6,1,1
6.3,92,9,0,1
9.0,133,10,1,1
7.7,135,8,1,1
7.7,116,9,1,1
9.6,140,5,0,1
9.6,97,8,0,0
6.6,120,6,0,1
8.3,109,9,1,1
8.6,134,9,1,1
9.5,87,10,0,1
10.0,131,9,0,1
9.7,103,10,0,1
8.2,105,7,1,1
5.8,105,7,1,1
8.6,105,5,0,0
6.4,80,8,1,1
5.4,113,5,1,1
5.3,123,7,0,0
9.6,85,8,0,0
6.6,119,5,0,1
8.5,129,6,1,1
9.3,137,8,0,1
5.6,117,6,1,1
6.1,130,8,1,1
7.1,117,6,0,1
9.3,129,9,1,1
5.3,85,9,1,1
8.4,144,8,0,1
7.0,135,7,1,1
7.3,83,5,1,1
6.4,135,7,0,1
8.6,132,9,1,1
5.9,101,5,0,1
8.2,87,9,0,1
6.9,81,9,0,1
5.2,143,8,1,1
5.4,104,7,0,1
5.1,120,4,0,1
7.3,118,5,1,0
9.2,140,9,0,1
6.3,127,8,1,1
5.9,123,4,0,0
5.5,84,5,0,0
9.6,113,7,1,1
6.4,140,8,1,1
7.0,139,9,1,1
5.9,134,5,0,1
5.2,119,8,0,1
6.8,125,6,1,1
6.5,133,9,1,1
7.8,128,5,1,1
8.5,85,5,0,0
6.2,80,9,1,0
6.7,119,5,1,1
7.5,123,9,1,0
6.7,100,5,0,0
8.9,98,6,0,1
5.4,98,7,0,0
8.7,89,4,1,0
6.9,114,6,1,1
6.3,128,7,0,1
6.9,85,7,1,0
5.6,101,6,1,0
8.9,108,8,0,1
9.6,106,4,1,1
7.8,131,7,0,1
5.8,135,5,0,1
9.2,100,5,1,1
8.4,135,7,0,0
5.6,105,9,0,0
6.5,88,4,0,0
6.7,82,7,0,1
9.7,112,9,0,1
7.3,99,9,1,1
8.1,145,7,0,1
9.5,126,6,0,1
5.3,138,9,0,1
9.2,142,10,1,1
9.0,97,8,0,0
5.6,101,9,1,0
5.0,91,9,1,1
5.8,108,4,0,0
7.6,119,6,0,0
6.8,97,6,0,0
5.6,116,5,0,1
9.1,139,6,1,1
7.9,135,6,0,0
6.0,119,8,1,1
5.7,116,10,1,1
6.2,107,5,1,1
8.2,92,6,0,1
6.4,116,9,0,1
8.1,117,6,0,1
9.4,114,7,0,1
8.6,131,5,1,1
9.1,131,7,0,1
9.3,133,7,1,1
5.4,80,7,0,1
8.6,122,7,0,0
5.1,84,8,1,0
5.3,131,8,1,0
9.4,80,4,1,1
6.9,101,5,1,1
9.7,109,6,1,1
8.6,130,6,1,1
6.3,113,8,0,1
8.1,89,8,1,1
8.3,117,5,0,0
8.4,129,8,0,1
7.8,142,5,0,1
7.3,136,6,1,1
9.8,87,9,1,1
8.5,97,7,0,1
6.5,145,10,1,1
7.9,96,7,0,0
6.3,106,8,0,1
8.4,121,7,1,1
7.0,137,10,0,1
8.3,116,7,0,1
7.7,128,6,1,1
5.1,99,6,0,0
5.9,117,6,0,0
6.5,86,6,1,1
9.7,85,4,0,0
7.7,127,7,0,1
7.6,88,6,1,1
8.1,80,8,0,1
8.3,139,5,0,1
9.2,141,8,1,1
8.0,86,8,1,1
8.6,81,6,0,0
9.0,116,9,0,1
8.5,83,10,1,1
8.8,102,5,1,1
5.5,117,6,1,0
8.8,95,8,1,1
7.5,135,8,0,1
6.7,101,8,0,1
5.1,96,5,1,1
6.4,95,4,1,0
6.7,113,4,1,1
5.9,125,8,1,1
8.6,92,6,0,1
9.2,140,7,0,1
8.9,122,7,1,1
7.5,110,4,0,0
5.9,125,6,0,0
9.1,96,10,1,1
7.5,91,8,0,1
6.9,81,10,0,1
7.0,115,5,0,0
7.4,144,9,1,1
9.2,126,6,0,1
9.5,128,4,1,1
7.6,144,8,0,1
6.5,130,7,1,1
6.9,121,6,0,1
6.0,94,5,0,1
6.0,134,9,1,1
9.0,81,7,1,1
9.1,125,7,0,1
8.6,116,4,1,1
5.4,98,9,1,1
7.0,91,5,1,1
7.5,94,7,0,0
8.4,84,7,1,1
8.5,107,9,1,1
9.3,90,7,0,1
7.9,104,7,1,1
9.4,105,6,0,1
9.1,107,4,0,1
6.1,102,4,0,0
6.0,83,10,0,1
9.2,142,4,1,1
7.8,136,4,1,1
9.6,133,5,0,1
8.2,125,7,0,1
8.6,125,6,1,1
6.9,101,4,0,0
7.8,128,7,1,1
5.6,91,5,0,1
8.4,93,8,1,1
8.4,111,5,1,1
5.0,91,6,0,0
7.6,136,10,1,1
5.5,143,6,0,0
6.2,135,6,1,1
9.8,142,5,0,1
5.7,85,9,1,1
6.2,120,9,0,0
5.5,140,7,0,1
9.8,92,10,0,0
8.8,99,6,0,1
9.9,107,4,1,1
8.9,118,6,0,1
9.1,94,6,0,1
6.9,132,9,1,1
9.6,139,6,0,1
5.3,91,7,1,0
6.2,119,6,0,1
5.3,119,9,1,1
6.2,130,8,1,1
8.2,86,7,1,1
5.2,104,5,1,1
6.0,130,6,1,1
6.9,131,8,0,1
6.4,99,6,0,1
5.5,80,5,1,0
5.0,140,4,0,0
9.6,115,5,0,1
6.7,123,6,0,1
8.0,142,10,0,1
5.0,84,8,1,0
8.5,105,5,1,1
7.8,93,5,1,1
6.1,113,8,0,0
6.0,124,8,0,1
7.7,93,6,0,0
9.6,94,7,1,1
6.7,86,7,1,0
7.6,144,8,0,1
5.6,143,5,0,1
9.7,111,7,0,1
5.3,125,5,0,1
8.6,135,8,0,1
6.5,117,5,0,1
8.0,100,7,0,1
6.1,115,9,1,1
9.9,128,8,0,1
7.0,142,8,1,1
7.1,97,9,0,0
6.0,120,8,1,1
5.2,103,4,0,0
7.3,107,7,1,1
7.5,106,8,1,1
7.8,110,7,1,1
8.3,80,5,1,0
7.6,84,6,0,1
9.0,114,7,0,1
9.4,131,5,1,1
8.4,123,7,0,1
7.5,139,5,0,1
8.3,80,9,0,0
8.3,87,7,0,1
7.6,127,9,0,1
5.9,124,7,0,1
7.9,109,7,0,1
9.8,125,5,0,0
8.6,139,10,0,1
10.0,121,7,1,1
8.0,139,5,0,1
9.3,145,7,1,1
7.4,114,10,1,1
5.8,124,8,0,1
9.8,128,6,0,0
6.4,141,9,1,1
9.8,101,6,1,1
7.7,89,5,1,1
9.1,82,9,0,1
5.6,128,7,0,1
8.9,90,5,0,1
8.9,135,10,0,1
5.1,118,4,0,0
8.5,120,5,1,1
6.1,139,9,0,1
9.9,137,8,1,1
6.8,138,9,0,1
9.5,94,6,1,1
6.1,113,8,1,1
7.0,94,5,0,0
6.8,85,8,1,1
5.9,145,6,1,1
8.5,126,7,0,1
7.7,91,8,0,0
7.2,126,8,0,0
9.9,93,4,0,0
5.8,86,10,0,0
7.6,83,7,0,1
7.9,113,9,0,1
6.0,106,10,0,1
6.5,136,6,1,1
8.0,145,9,0,1
9.1,128,7,0,1
8.4,121,9,1,1
5.3,124,9,0,1
5.9,111,9,0,0
6.3,113,10,1,1
8.4,129,8,1,1
6.9,98,6,0,0
6.0,120,4,0,0
9.1,118,5,1,1
5.4,129,5,0,1
9.4,136,5,1,1
5.3,107,5,1,1
8.2,131,6,1,1
8.8,107,10,1,1
5.4,125,8,0,1
8.2,136,6,0,0
5.7,140,6,1,1
5.9,85,7,1,1
5.1,124,9,0,1
6.0,143,9,0,1
7.5,102,5,1,0
7.0,80,10,0,1
7.0,116,7,1,1
5.9,111,8,0,0
8.4,141,6,1,1
7.9,104,6,1,1
6.0,112,6,0,0
5.5,103,4,1,0
9.9,119,9,0,1
6.8,85,7,1,1
5.9,145,7,0,0
7.3,97,5,1,0
7.4,129,7,0,1
7.0,137,5,0,1
9.9,81,7,0,0
7.7,118,9,0,0
8.5,107,10,0,1
5.5,102,8,0,1
6.7,99,5,1,1
6.9,115,9,0,1
6.5,115,10,0,1
6.9,114,9,0,1
9.2,136,10,0,1
9.6,88,5,0,0
9.0,136,8,0,1
9.5,86,7,0,1
9.4,108,10,1,1
8.0,116,8,0,1
5.7,105,6,0,0
6.2,86,9,1,1
5.8,82,7,1,0
7.9,129,7,0,1
7.8,144,5,0,1
6.4,139,5,1,1
5.7,110,7,1,1
8.8,117,5,1,1
8.6,134,5,1,1
8.1,117,4,1,0
9.1,123,5,0,1
7.9,126,5,1,1
5.4,100,10,0,1
7.7,141,6,1,1
7.4,108,8,1,1
6.1,104,5,0,1
7.9,124,5,0,0
5.5,112,6,1,1
9.9,92,5,1,1
5.5,110,6,0,1
6.1,81,6,1,0
5.4,111,9,1,1
9.7,87,7,1,1
6.6,108,4,1,0
9.7,143,7,1,1
9.0,81,7,0,1
5.0,80,5,0,1
8.8,84,8,1,0
5.7,82,7,1,1
5.4,114,6,0,0
9.1,91,4,0,0
5.5,89,5,0,1
8.3,86,4,1,0
6.6,126,5,0,1
8.5,118,8,0,1
9.8,129,4,0,1
9.2,80,7,1,1
9.8,141,8,0,1
5.9,112,8,0,1
7.6,106,7,1,1
5.0,137,8,1,1
7.9,85,10,0,1
9.0,121,7,1,1
8.9,98,9,1,1
6.8,100,6,0,1
8.5,90,10,0,1
6.9,118,4,0,1
9.7,106,6,0,1
9.3,142,6,1,1
8.9,103,4,1,1
7.9,130,9,1,1
7.9,115,8,1,1
6.8,124,8,0,1
7.6,145,9,1,1
6.1,85,5,0,0
6.5,117,9,0,0
8.2,138,8,1,1
6.1,86,10,0,0
9.5,135,8,0,1
6.5,126,6,0,1
6.9,130,5,0,1
6.8,142,8,0,1
5.9,96,7,0,1
5.2,96,5,0,0
9.6,113,10,0,1
6.8,85,5,0,1
5.5,114,9,0,1
9.2,103,6,0,1
9.9,114,6,1,1
9.3,112,9,0,1
6.7,138,6,0,1
5.7,139,4,0,1
8.4,125,8,1,1
5.4,130,4,0,0
5.3,82,9,0,0
8.9,86,8,1,1
8.8,92,6,0,1
7.0,81,8,1,1
8.2,110,6,0,1
7.1,120,5,0,0
5.8,89,7,0,0
7.1,89,5,0,0
7.8,123,6,0,1
7.5,101,7,0,1
7.7,113,8,0,1
9.1,119,10,1,1
6.4,88,7,1,1
5.6,95,9,1,1
6.6,138,6,0,1
5.6,141,9,0,1
5.8,104,10,0,1
9.2,88,10,1,1
5.9,140,7,0,1
9.1,101,6,0,1
9.7,144,7,0,1
8.1,138,8,0,1
7.9,145,8,1,1
8.7,100,8,1,1
6.4,105,7,0,0
7.8,84,7,0,0
9.7,136,8,0,1
6.5,83,8,0,1
5.9,116,10,0,1
9.2,94,4,1,1
5.4,137,8,1,0
9.8,123,4,1,1
7.1,84,6,0,0
7.4,101,4,1,1
7.0,109,8,1,1
6.9,114,9,0,1
7.3,96,9,0,0
7.1,82,9,1,0
7.0,144,5,0,1
8.3,107,6,1,1
9.7,118,8,1,1
5.6,82,6,0,0
5.3,143,5,0,1
6.8,92,5,1,0
6.5,116,4,0,0
6.4,94,7,0,1
7.0,133,6,0,1
9.2,125,7,0,1
6.9,95,6,0,1
8.4,106,8,0,1
8.9,107,8,1,1
7.0,90,4,0,1
8.9,140,6,0,1
9.7,111,10,1,1
6.5,138,5,1,1
5.7,134,8,1,1
7.4,120,5,1,1
9.4,133,8,1,1
7.3,104,6,0,1
7.7,84,9,0,1
7.6,130,10,0,0
8.1,130,6,0,1
8.2,97,4,0,0
8.7,99,5,0,1
5.6,99,10,0,0
7.3,111,6,1,1
5.5,124,7,0,0
9.4,80,9,1,1
6.7,109,7,0,1
9.3,111,7,0,1
7.1,82,5,1,1
9.6,97,6,0,0
6.6,91,7,0,0
5.6,117,6,0,1
8.0,116,5,0,0
6.7,83,6,0,0
6.7,83,10,1,1
6.8,121,6,0,1
6.8,127,7,1,1
9.5,107,5,0,0
9.6,84,4,0,1
9.7,93,8,1,1
7.1,144,5,0,1
8.2,136,10,0,1
8.8,90,5,0,0
8.7,109,8,0,1
5.4,81,7,0,0
5.3,120,8,0,1
7.6,107,5,0,0
7.1,86,8,0,1
8.0,82,6,0,1
8.1,125,9,1,1
9.8,129,8,0,1
7.0,110,4,1,1
8.2,99,6,1,1
9.6,103,6,1,1
9.6,103,9,0,1
6.0,105,7,1,1
6.3,135,5,1,1
6.1,134,8,0,1
6.3,100,8,0,1
6.2,100,8,1,1
7.8,135,5,1,1
9.6,114,7,1,1
8.1,128,7,1,1
5.1,83,6,1,0
6.0,122,8,0,1
6.4,105,10,1,1
5.6,144,10,0,1
9.2,107,4,0,0
7.3,80,9,1,1
7.7,113,6,0,0
7.5,122,5,0,0
9.5,113,10,0,1
7.1,130,5,1,1
5.4,141,5,1,1
8.0,117,10,0,1
5.5,106,6,1,1
8.8,114,7,0,1
7.3,136,5,1,1
7.6,145,5,1,1
8.9,87,7,0,1
7.8,122,6,1,1
6.3,136,10,0,0
5.5,95,5,0,0
6.1,113,6,0,0
7.7,119,7,1,1
7.9,93,8,0,0
6.3,106,4,1,0
6.3,108,4,0,0
7.2,84,8,1,1
7.8,130,5,0,0
8.8,121,8,1,1
8.1,133,9,0,1
9.5,118,9,0,1
10.0,120,7,1,1
6.7,116,9,1,1
6.8,133,8,0,1
7.7,114,6,0,0
6.0,104,4,0,0
6.4,98,5,0,0
7.3,125,9,1,1
8.7,80,5,0,1
8.4,144,7,1,1
9.9,93,7,0,1
5.5,105,10,1,1
8.4,123,8,0,1
5.3,85,7,0,1
9.8,86,5,0,1
8.2,133,9,0,1
8.3,105,7,1,1
8.7,82,9,0,1
8.1,115,7,0,1
6.5,102,9,0,1
6.8,117,6,0,0
9.0,126,8,0,1
9.8,100,6,1,1
9.2,115,8,1,1
8.5,113,5,1,1
9.0,134,7,1,1
9.4,134,6,1,1
9.5,91,7,0,1
7.0,136,5,1,1
10.0,111,8,1,1
5.3,84,6,0,0
8.9,103,7,1,1
8.1,143,9,1,1
6.9,92,5,1,0
9.4,100,9,1,1
5.6,141,7,0,1
9.4,93,7,0,1
7.1,124,8,1,1
6.2,119,6,0,1
5.8,140,6,0,0
7.3,136,9,0,1
7.8,126,7,0,1
7.3,130,4,1,1
6.8,125,5,1,0
6.4,119,10,0,1
6.0,103,6,0,1
8.0,103,9,1,1
6.7,126,10,1,1
7.5,124,8,0,1
5.4,116,8,0,1
5.5,125,6,1,0
7.4,140,5,0,1
8.1,96,5,1,1
5.2,127,8,0,0
7.1,94,4,1,1
8.2,84,4,0,1
9.9,137,6,1,1
6.1,124,10,0,1
8.7,93,6,0,0
7.2,134,8,0,1
8.3,126,8,0,1
6.8,112,10,1,1
5.7,129,5,1,1
8.3,109,7,0,1
8.2,143,7,1,1
7.9,88,8,1,1
9.7,126,5,1,1
7.9,106,5,0,0
7.5,100,9,1,1
8.1,144,4,1,1
6.6,85,10,1,1
5.9,145,5,0,0
5.2,119,7,0,0
6.9,100,6,0,0
6.3,144,7,0,1
5.4,137,8,0,0
6.0,97,9,0,0
9.5,131,8,1,1
8.8,93,8,1,1
7.0,142,8,0,1
8.9,94,5,1,1
6.1,140,9,0,1
8.1,105,8,1,1
6.2,100,5,0,0
9.0,87,9,0,1
10.0,141,6,0,1
5.5,144,6,0,1
8.6,89,6,1,1
7.4,88,5,1,0
7.7,97,5,0,1
9.0,84,5,0,1
7.7,118,5,0,1
9.5,125,6,0,1
7.4,101,8,0,0
5.4,122,9,1,1
5.8,128,9,0,1
9.2,100,6,0,0
9.4,127,8,0,1
5.3,122,6,0,0
9.4,105,8,0,1
6.5,104,9,0,0
6.4,135,10,0,1
6.3,129,4,0,0
9.2,143,6,0,1
8.8,103,9,1,1
8.9,99,7,0,1
9.1,97,7,0,0
8.9,98,5,1,1
6.9,95,8,0,1
9.9,99,8,1,1
9.2,113,5,0,1
5.6,90,9,0,1
8.4,96,5,0,0
6.9,128,5,0,1
5.6,90,7,0,0
8.8,123,5,1,1
8.2,80,8,1,0
5.4,107,6,1,0
7.6,111,9,0,1
6.4,145,7,0,1
7.7,121,7,0,1
9.8,144,8,1,1
5.7,91,5,0,0
8.6,119,9,1,1
8.9,106,10,1,1
7.7,120,10,0,1
9.6,88,5,1,1
8.3,106,6,1,1
9.2,137,6,1,1
8.4,85,7,1,1
6.6,91,7,1,0
6.6,107,7,0,0
5.9,120,8,0,0
7.2,81,9,0,0
7.3,116,9,1,1
5.1,142,7,0,1
5.8,107,6,1,1
6.2,105,7,0,0
6.4,106,9,0,1
7.8,82,9,1,1
8.4,108,4,1,1
8.0,116,8,0,0
5.5,124,5,0,1
8.4,104,9,0,1
8.3,100,7,0,1
9.8,89,8,0,1
5.2,96,5,0,0
8.4,92,10,1,1
7.7,94,9,0,1
9.9,93,6,1,1
5.1,127,6,0,0
9.4,98,5,1,1
7.7,137,6,0,0
5.6,140,8,0,0
7.7,100,7,1,1
6.6,121,8,1,1
9.4,120,9,1,1
7.4,94,5,0,0
8.4,89,10,0,1
9.5,140,10,0,1
6.9,115,5,1,1
9.0,128,7,1,1
9.4,125,4,0,0
6.5,109,9,0,1
7.1,111,4,0,0
7.3,104,10,0,1
5.1,124,7,1,1
8.7,100,5,0,1
5.9,129,8,1,1
9.7,103,9,0,1
5.7,92,6,0,0
8.6,123,6,0,1
5.5,83,8,0,0
5.1,145,8,0,0
6.5,121,6,0,0
9.9,82,5,1,1
8.8,95,9,0,1
7.8,99,7,0,0
8.2,127,9,0,1
8.0,124,4,0,0
6.6,133,7,1,1
9.9,140,9,1,1
6.5,121,9,1,1
9.2,100,6,0,1
10.0,88,7,1,1
9.4,93,9,1,1
6.9,114,7,0,1
5.3,128,6,0,0
7.1,100,8,0,0
7.4,88,8,0,1
5.3,125,4,1,1
9.9,144,8,1,1
6.2,81,8,0,0
7.6,142,7,1,1
7.0,96,7,1,1
5.1,122,8,0,0
6.6,137,8,0,0
7.8,86,9,1,1
7.5,129,8,0,1
5.9,133,5,0,0
5.4,136,8,1,0
6.5,111,5,1,0
6.3,141,7,1,1
9.8,119,9,1,1
6.1,80,10,1,1
6.1,100,8,1,1
9.7,116,7,1,1
6.4,93,8,0,1
7.3,141,9,0,1
6.2,90,9,1,0
5.6,133,7,0,1
5.4,112,9,0,1
9.3,110,9,0,1
7.6,135,5,0,1
5.9,86,7,1,1
7.6,124,6,0,1
9.6,112,8,0,1
9.9,139,8,1,1
5.9,130,5,0,0
5.5,139,7,0,1
8.7,82,6,0,0
8.9,94,6,0,1
7.2,111,9,0,1
5.2,125,8,0,1
9.8,81,6,1,1
6.1,104,8,1,1
5.9,131,10,0,1
5.5,94,8,0,1
9.1,95,9,0,1
7.3,90,10,0,1
9.6,127,7,1,1
6.2,141,6,0,1
5.7,140,9,0,1
9.8,126,5,1,1
8.1,130,6,0,1
6.3,101,5,0,0
7.4,143,6,1,1
6.1,114,7,1,1
6.3,143,6,0,1
8.0,135,4,0,1
8.5,143,7,0,1
7.1,86,5,1,1
9.0,86,5,1,0
5.1,120,7,0,1
8.7,94,8,0,0
8.6,91,9,1,1
5.5,95,9,1,0
7.8,89,4,0,0
7.8,81,7,0,0
9.6,106,6,1,1
8.7,138,5,0,1
7.6,103,7,0,1
7.5,89,9,1,1
7.6,123,6,0,0
6.4,124,7,0,1
9.0,108,4,1,1
7.4,129,8,1,1
9.1,114,8,1,1
8.8,95,9,1,1
5.5,89,7,0,0
9.7,95,5,1,1
7.8,130,9,0,1
8.2,104,8,1,1
5.3,121,9,1,1
9.8,128,8,1,1
8.5,121,6,0,1
7.5,121,7,0,1
9.0,111,5,1,1
8.8,89,4,1,1
6.9,122,6,0,0
5.4,95,8,1,1
6.9,80,4,1,0
6.8,91,4,1,0
9.9,90,6,1,1
7.2,130,9,0,1
5.7,96,7,1,0
6.2,83,8,1,1
8.8,105,6,1,1
5.7,135,9,0,1
6.9,116,7,0,1
9.7,130,9,0,1
8.0,122,6,0,1
6.6,97,6,1,0
8.4,116,8,1,1
6.3,125,6,0,1
5.7,129,8,1,1
5.8,92,6,1,0
9.9,83,9,0,1
8.4,120,9,0,1
7.1,100,7,0,0
7.6,104,8,0,1
5.2,91,5,0,0
9.6,133,9,1,1
8.5,128,5,1,1
9.9,145,6,0,1
6.8,91,5,1,1
6.6,116,6,1,1
5.1,101,7,0,0
6.9,136,5,1,1
8.8,108,7,1,1
7.5,112,5,0,0
7.5,125,8,1,1
7.5,111,4,1,1
7.3,121,9,0,1
8.6,138,10,0,1
7.4,100,4,1,1
7.0,141,7,0,1
7.8,95,6,1,1
9.6,144,5,1,1
5.7,90,9,1,1
6.2,114,10,0,0
7.7,127,8,0,1
8.8,95,6,0,1
7.1,115,8,1,1
8.7,142,6,1,1
6.8,97,8,0,1
5.5,103,6,0,1
6.0,118,9,1,1
8.3,129,5,1,1
5.4,114,7,0,0
7.5,140,6,0,1
8.1,142,6,1,1
5.7,134,7,0,0
7.3,137,9,1,1
5.6,108,9,0,0
5.7,140,10,1,1
8.9,100,7,0,0
9.5,141,4,0,1
5.3,89,7,1,1
8.4,142,5,1,1
9.0,139,6,1,1
7.4,106,8,1,1
7.1,89,5,1,0
8.1,136,10,0,1
6.6,108,6,0,0
7.9,108,6,0,1
9.0,84,7,1,1
8.6,142,5,1,1
5.3,115,8,0,1
8.7,143,7,0,1
8.1,104,5,0,1
8.9,104,7,0,0
9.0,118,6,0,1
7.0,96,5,0,0
9.5,118,7,0,1
5.8,99,6,0,0
8.1,80,6,0,0
8.3,100,10,1,1
9.8,89,6,1,1
5.6,84,6,0,1
5.1,100,8,1,1
8.2,114,8,0,1
6.4,97,9,0,1
9.4,134,9,1,1
5.1,137,4,0,1
5.1,121,10,1,1
